userName,score,at,content
Siti Magfiroh,5,2024-09-29 14:04:36,"kenapa akun punya saya dollar bintang ga ada,,pdhal stiap fitur bintang muncul,dan tantangan slese tapi dollarnya ga ada,,udah upgread ke yg baru tetep ga ada,,punya temenku juga kek gini,,"
Sugito,5,2024-09-29 14:03:29,GK bisa dibuka
Ondo Jalur,3,2024-09-29 14:03:06,tes dulu
Rasta Mania,5,2024-09-29 14:03:04,mantap
iqbal eza,1,2024-09-29 14:02:40,Buruk terlalu banyar reels ga jelas di beranda
Jaye Raj,5,2024-09-29 13:59:20,Edi tumper sayur
Aldi NA,5,2024-09-29 13:57:46,sangat baik
Adek Naufal,5,2024-09-29 13:55:54,FB tetap yg terbaik walaupun banyak aplikasi tapi FB tetap nomor satu
fega Bll,5,2024-09-29 13:55:37,kerja bagus
Julia Lestari,3,2024-09-29 13:52:38,ok
Sinti Sinti,2,2024-09-29 13:52:04,makasih banyak ya
Misel Kaka,3,2024-09-29 13:48:09,Fbnya loading bngat
Gusti Ayu eka,4,2024-09-29 13:44:13,good
Inye Rohomok,5,2024-09-29 13:42:55,Ok bagus sekli sngr cept
Arsya Alfaiq,5,2024-09-29 13:42:30,Terimakasih semoga akun saya cepat berkembang.
inspirasi,5,2024-09-29 13:42:18,Belanja langsung di Pabrik NISSIN
Pepen pepen pams,5,2024-09-29 13:41:28,Sangat membantu
Fahrul Rohman,5,2024-09-29 13:41:09,Lancar
Maulana Yusuf,5,2024-09-29 13:40:15,Facebook mantaaaap....ğŸ‘ğŸ‘ğŸ‘
Ley Tia,4,2024-09-29 13:39:49,Sangatlah bermanfaat
Daniella Bee Queen,5,2024-09-29 13:37:53,"Selalu banyak bersyukur,tetap optimis dan tidak mudah menyerahğŸ™ğŸ’ª"
This Theties,5,2024-09-29 13:36:17,is the best Pokona
Asterius sangu ate,5,2024-09-29 13:35:35,"halo,tetap semangat"
Jefry Vhina,4,2024-09-29 13:35:28,semoga saya berhasil dalam menggunakan fbpro
Nur Hedi,5,2024-09-29 13:34:06,Di akun ke dua ku kenapa akun pembayaran tidak bisa di update mohon bantuannya mind sekian terimakasihğŸ™ dan sering terjadi bug parah ğŸ™
Jeffrysufryanto Siringoringo,5,2024-09-29 13:33:18,Sgt puas
KENTOZ UCIL,5,2024-09-29 13:30:07,level saya stuk di level 2
Adam Faizal,5,2024-09-29 13:28:41,"Yg sering ngeluh tentang apk ini, coba bacakan allohumma solli allaa sayyidiinaaa muhammadd.."
Fahru Bejo (Fahru roji),5,2024-09-29 13:24:21,ok
Selamet Sukri,5,2024-09-29 13:23:31,terbaik
Munawar Khalid,5,2024-09-29 13:23:19,Semoga FB menjadi lebih baik kedepan
Dede Supriatna,5,2024-09-29 13:22:23,cakep
Sutar Tar,4,2024-09-29 13:22:17,Baik
ANGGI ANGGARA ANGGI,5,2024-09-29 13:21:45,mantap kk
Komang Gadian,5,2024-09-29 13:19:19,Saya suka pakai Facebook karna pengalamannya sangat baik bagi saya
Siti Humairah,5,2024-09-29 13:18:04,Bagus
Pocong Ngesot,1,2024-09-29 13:13:48,Gajelas amat marketplace nya
Ashab Sadadin,5,2024-09-29 13:13:23,mantap fb sekarang mempunyai fitur terbaru yaitu mendapatkan uang hasil upload foto Ayuk temen temen buruan download apk fb sekarang mempunyai fitur terbaru ayo coba sekarang dan kumpul kn uang sebanyak banyaknya.
Fiqih Alfiansyah Saputra,2,2024-09-29 13:10:46,Facebok saya error tolong dikembalikan ke semula trimakash
HAJI ALI RAHBINI AL_MADURI,2,2024-09-29 13:10:39,Ok
my prans,1,2024-09-29 13:02:08,"Kenapa ini bagian menu atas selalu hilang terus, selalu bgt"
Devi fratika Rd,5,2024-09-29 13:01:59,keren
Hendy Kusma,5,2024-09-29 12:58:45,mantap
Tina Jamilah,5,2024-09-29 12:57:26,barakallahu fiik
Alan Walkerajj,5,2024-09-29 12:55:46,mantaap
Aqil Cemong,4,2024-09-29 12:53:45,baik
Hasten Hpkutersayang,5,2024-09-29 12:51:27,mantap...dan opsionall
Telkomsel prabayar,5,2024-09-29 12:51:17,terima kasih
Del Than,5,2024-09-29 12:50:52,sukses selalu
Dangx Pungx STLH,5,2024-09-29 12:50:26,Top
Yadi Jaya,5,2024-09-29 12:50:09,good
Opick Wardhany,3,2024-09-29 12:48:17,"FB habis di perbarui, kok jadi beda' notif susah Muncul, Tolong tingktkan lagi sepwrti semula FB Nya"
Isaka Rahman,5,2024-09-29 12:47:02,luar biyasa atas partisipasi buat fbpro pemula
Netri Karnela,5,2024-09-29 12:43:28,Mantap
Syaeful Zuhri,5,2024-09-29 12:43:09,sukses terus
Didi Junaedi,5,2024-09-29 12:42:37,bagussss
Atep olih Haelulah,4,2024-09-29 12:40:39,sangat bagus
Gede Yoga,1,2024-09-29 12:39:33,Kecewa min. Notif sma pengagiran garis 3 hilang teruussss parahhhhhh
Asep Kamil,5,2024-09-29 12:38:48,Bgus ko
PPSG Tzyyy,1,2024-09-29 12:36:38,Facebook nya banyak bug sampe akun ku knk sensi tampa sebabğŸ¥²
Ripin,5,2024-09-29 12:35:48,bagus
Poli Hasifamunthe,1,2024-09-29 12:35:04,Selalubagus
Zumratul Ula,5,2024-09-29 12:32:48,"Mksih,,, hp samsung,,, nya. Ula ğŸ¤£ğŸ¤£ğŸ¤£."
CakDiekTvi,5,2024-09-29 12:31:50,okeinaja.
Bang Jon,5,2024-09-29 12:26:26,mantap
Pradipta amzaris Dipta SKB,5,2024-09-29 12:23:28,masyaallah
salon Mobil,5,2024-09-29 12:23:18,Avlikasi ini sangat bagus
deasy hendrawati,5,2024-09-29 12:22:52,Oke
Anisa Trihapsari,5,2024-09-29 12:20:59,Mantap josss
Aries Chan,4,2024-09-29 12:19:32,mntap
Uchiha madara,5,2024-09-29 12:17:30,bagus
Candra Islamiyanto,1,2024-09-29 12:14:16,Fb sering eror trus sih
Andi Novens,1,2024-09-29 12:08:30,"Sekin bodoh kali fb sekarang gak guna sama sekali bodoh, wow setel balek kek biasa akun game saya jadi korban ni, udah 9 tahun saya bermain geme hilang gara"" Fb idiot ini"
Rizal Zak,5,2024-09-29 12:06:50,Sangat membantu
Echo Fish Farm Lahat,1,2024-09-29 12:06:45,"FACEBOOK SEKARANG TAMBAH PARAH, ITU SALAH INI SALAH SERTA Terlalu banyak aturan ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»"
Lingling,5,2024-09-29 12:05:44,Baik
Cu ai Ai,5,2024-09-29 12:03:03,Mantap jiwa kesegaran
Siska Sitanggang,5,2024-09-29 12:00:45,baik
Jhon Kiabeni,5,2024-09-29 11:57:07,mantap
Zaenal Saputra,2,2024-09-29 11:56:36,Ini gimana sih isi di aplikasi rataÂ² muncul +18 pasti muncul Bokeh . Tolong dong lebih bijak video foto kaya gitu di muncul kan ğŸ˜¡
Pengguna Google,5,2024-09-29 11:56:19,Jooozzzzz.....
seno ragil,4,2024-09-29 11:55:27,Layanan mohon di tingkatkan & jgn buat / klaim sefihak tanpa klarifikasi ke pengguna facebook
Azkha Sport,5,2024-09-29 11:51:45,semngat
iROEL LOEBIs,5,2024-09-29 11:50:47,keren..
muhamad mulya akbar,3,2024-09-29 11:49:18,ok
EX-ONE CH,1,2024-09-29 11:47:51,"Entah kenapa orangÂ² di Facebook g bisa saya percaya, banyak orang-orang baik tapi ternyata dia penipu,, Sebalik nya orang yg dikatakan penipu ternyata itu orang baik yg di tertipu, ada apa dengan pasar FB ini?"
Zahra Zakira,4,2024-09-29 11:43:56,"Apknya sebenarnya bagus, tapi kenapa nih apk seakan2 dukung iklan atau video tentang Judi Online/Game Slot?, ya kali tiap report video anime atau yang lain tapi ada logo situs judinya nggak bisa di report dan sistem apknya mengatakan ""video yang anda laporkan masih dalam standart komunitas kami, jadi kami tidak menghapusnya"", maksudnya gimana ini? Iklan dan video berbau Slot itu Standart kalian?, bahkan di pengaturan laporan FB nggak ada tulisan tentang pelanggaran untuk promo iklan judi online"
Khoirunnisa Divya Nasution,5,2024-09-29 11:42:50,GoodğŸ˜Š
Madi Susi,5,2024-09-29 11:41:59,mantaaap fecebook
Dedi Klewer,4,2024-09-29 11:41:47,Ok
Shapta Gumilang,5,2024-09-29 11:41:37,aplikasi nomor 1
Marsel Manubulu,5,2024-09-29 11:41:08,Bagus
Rudi Pratama,5,2024-09-29 11:41:02,Ok
Tasri Tasri,5,2024-09-29 11:39:57,MasyaAllah....mantab dan bagus
Mbah Nur Sada,5,2024-09-29 11:39:36,saya senang dengan pelayanannya
Luqman Respati,5,2024-09-29 11:37:37,Josss
Ningsih Punu,4,2024-09-29 11:36:54,ok
Bong edy Edy,5,2024-09-29 11:36:49,Sangat memuaskan kan
Firdaus Daus,5,2024-09-29 11:35:43,Sagat menghibur mka x ta kasih bintang ğŸŒŸ 5
Jokosiswoyo7878 Jokosiswoyo7878,5,2024-09-29 11:35:38,Top
Syakira Naya,1,2024-09-29 11:32:54,akun yang ku buat selalu aja hilang
Zain Al Rasyid,5,2024-09-29 11:32:46,Sebuah upaya merangkai harapan dengan doa dan usaha
Fadh Alamsyah,1,2024-09-29 11:30:52,Bnyk bug asli
Dina Lisnawati Saputri,1,2024-09-29 11:29:49,"Reset pasword aja lama padahal sudah pake email, begitu isi kode verifikasi ke facebook malah ga bisa.."
Rita Lestari,5,2024-09-29 11:27:08,Sangat baik
Rikson Rawi,5,2024-09-29 11:25:40,Bagus
Starla Bale,5,2024-09-29 11:23:52,Bagus
Putrii6488,5,2024-09-29 11:23:35,bgussss
Ade Kurniawan,5,2024-09-29 11:16:58,Kenapa saya sudah 4hari tidak bisa mengunggah reel maupun cerita
Hj andi Nurpuang,4,2024-09-29 11:14:10,AminnnğŸ¤²ğŸ»
Hendra prayudi,5,2024-09-29 11:14:03,ok
Fahkri Bareng,5,2024-09-29 11:13:53,Facebook terbaik untuk menjangkau semua orang
Rosid Rosidin,5,2024-09-29 11:13:22,keren
Brohim Jaya,5,2024-09-29 11:13:17,sip bagus
Nurpalah,5,2024-09-29 11:12:29,mantap
Dewasa Laki,1,2024-09-29 11:10:51,Kenapa akun gua hilang tolong beritahu saya
Kadek Sudiarta,5,2024-09-29 11:10:03,Fecebok ada menyadap gax bisa di buka
Suka Jalan,5,2024-09-29 11:09:45,Sudah lebih baik.
Ricardo Oppo,5,2024-09-29 11:09:11,sangat puas
Isfan Turrahman,5,2024-09-29 11:09:08,Mantaf mbak meta
Abdul Rohman,5,2024-09-29 11:07:39,Terlalu banyak iklan
Resa Maulana,5,2024-09-29 11:06:56,publik
Mbah Jo,5,2024-09-29 11:06:47,bibit2 unggul
Jegosan Faeyza,5,2024-09-29 11:04:29,"Adanya Facebook profesional, Facebook Semakin berkembang Memberi peluang untuk berkarya Dengan menawarkan penghasilan yang sangat luar biasa"
Eka Cmc,5,2024-09-29 11:04:04,Terbaik
Egoy Thea,1,2024-09-29 11:03:39,Facebook sekarang parah isinya kebanyakan fanpages/forum menghujat semua super parah bikin sdm konoha makin rendah.
Yessy Tipi,5,2024-09-29 11:03:17,aplikasi keren
Bung Arjun' eMail,5,2024-09-29 11:01:43,Baik
Pusatgrosir Unik,5,2024-09-29 10:59:04,Aplikasinya kok kayak kurang update
AULIA Saputri,5,2024-09-29 10:58:01,Jwleky
Lilis Agustina,5,2024-09-29 10:56:36,Gagal login selalu muncul sesi habis
Alfa Seko,5,2024-09-29 10:55:44,sangat membantu
gahar drakel,1,2024-09-29 10:55:41,Kenapa skarang iklannya bnyak betul..?
MOHAMAD DANURI,4,2024-09-29 10:55:00,Sangat bagus
Resti Agita,1,2024-09-29 10:53:28,Fb saya ada hek
Ellend Goo,5,2024-09-29 10:51:42,Sy sangat senang
Alini Wora,1,2024-09-29 10:50:57,Tidak sebaik sebelum nya
NilamSH 999,4,2024-09-29 10:49:41,Pemakai fb sejak ia eksis di medsos
persib bandung,5,2024-09-29 10:48:26,ber manfaat
Septemberman Laia,5,2024-09-29 10:48:04,saling follow
Akun Banding,1,2024-09-29 10:45:37,fb baperan
Sukesi Sugeng,5,2024-09-29 10:41:47,Smg Sy puas
Ina Hilwa,5,2024-09-29 10:41:02,aku sangat senang dengan vidio nyağŸ¥°ğŸ¥°
Cong JR,1,2024-09-29 10:36:32,Facebook apk ga jelas. Kata sandi benar email benar tidak dapat masuk di suruh reset sandi
Heri Siregar,5,2024-09-29 10:34:48,Sangat bagus sekali pakai aplikasi facebook ini enggak rugi lah kalok kalian donglot
Robin Mandela Sinaga,5,2024-09-29 10:34:16,mantap
Rafa Rafa,5,2024-09-29 10:31:03,Bagus si tapi sayang belum keinstal
TA'LIM,5,2024-09-29 10:30:43,terima kasih Facebook
suyoto wae,5,2024-09-29 10:30:25,Moga Facebook makin sukses
Johan Jo,5,2024-09-29 10:27:23,mantap
Santy Ina,5,2024-09-29 10:23:29,ğŸ¥³
Waluyo Aja,5,2024-09-29 10:22:18,Mntap
Arzila'arsyah Syah,4,2024-09-29 10:21:21,luwarbiasa
Retno Setyowati,1,2024-09-29 10:18:22,"Fb tidak bisa dibuka, tolong perbaiki segera, terimakasih"
Sangihe Pride,5,2024-09-29 10:17:43,aplikasinya sangat bagus
Rony Faisal,5,2024-09-29 10:16:46,Ok
Ardhy Risna,5,2024-09-29 10:11:59,Pokoknya mantaaaaaaaaf apk nya
Nata ta,5,2024-09-29 10:10:07,Oky
Dandi Kurniawan5299,1,2024-09-29 10:07:07,"Kebanyakan fitur, menghabiskan paket data di blkang layar"
Rindang Cahaya,5,2024-09-29 10:03:26,Ok
Mukhlis Ubh,5,2024-09-29 10:02:44,Ok
Kedai Kangdede,1,2024-09-29 10:01:35,Tolong untuk vidio yg berhungan dngn ketelanjangan akun nya di blok aja skrng facebook malah rusak dengan konten / vidik sesksual. Pantes aja anak di bawah umur pada hamil diluar nikah
Hamba Allah,1,2024-09-29 10:01:00,Apk rusak sekali logout ga bisa login padahal sandi sama nomer udah bener tapi eror terus tolong lah ini ssya mau login ke akun saya
Syukron Makmun,5,2024-09-29 10:00:12,Mohon kerjasamanya...
Narko prakosa,3,2024-09-29 09:55:32,saya senang memakai fb pro
Heriyanti Heriyanti,5,2024-09-29 09:49:22,Sangat membantu
Syahfari Taruna,3,2024-09-29 09:47:03,Bagus
Suherman Dadan,5,2024-09-29 09:43:04,mantap....
Ranidesi Yusuf,5,2024-09-29 09:42:21,MasyaAllah.... bagus bener tulisannya
Deri Riswanto,5,2024-09-29 09:41:35,Keren pokonya aplikasi ini
Eddy Rajendra,5,2024-09-29 09:39:08,good
Didi Mulyadi,5,2024-09-29 09:37:11,baik
Unyiel Raker,5,2024-09-29 09:36:16,keren
Saefudin Saefudin,5,2024-09-29 09:35:26,Keren
nyi layla,5,2024-09-29 09:32:05,Bagus
Suryadi Widya,1,2024-09-29 09:30:07,eaaaw
Ahmad Azaiki,5,2024-09-29 09:27:21,Mantap
Andin Amelia,5,2024-09-29 09:22:22,Ok baik
Taufiq Ihwanudin,5,2024-09-29 09:17:13,Luar biasa
Nurma Antoni,5,2024-09-29 09:16:55,Bagus banget pokoknya lahğŸ‘
Noval Aliando,1,2024-09-29 09:15:07,Dashboard profesional saya tidak bisa buka payah entah kenapa ... Maaf bintang satu cukup lah... Kalo udah bisa buka dashboard profesional saya tingkatin lagi
harold hamadi,5,2024-09-29 09:11:48,mantap
Radenhidayat,5,2024-09-29 09:08:15,sangat baik untuk menjalin persahabatan dan persaudaraan diantara komunitas.
Ardifebrian Anto,5,2024-09-29 09:08:10,"sangat luar biasa skarang fb ...sy sangat salut,banyak orang sukses karena menggunakannya"
bagas sigit,5,2024-09-29 09:07:13,good
Aetherna Kai,1,2024-09-29 09:05:38,mark anjjinggg
ROSITA MARKUS,5,2024-09-29 09:02:15,Facebook membantu untuk baik berkawan dan berinteraksi dgn orng bnyak atau intraksi luas...
Arman Putra bungsu,5,2024-09-29 09:01:43,semangat tanpa lelah
MUHAMMAD Idris,5,2024-09-29 09:01:16,facebook pro emang mantap
santoenjely Jha,5,2024-09-29 09:00:25,Selalu menjangkau ke seluruh dunia. Tidak ada lagi yang di ragukanâ˜º
Nadhira Ghania,1,2024-09-29 08:58:51,Ini kenapa Facebook reels ga bisa di scroll kebawah atau ke atas . Urusin lah ini bug nya . Dongo Amad..
Mira Selay,3,2024-09-29 08:58:37,Menyembunyikan kebenaran / tidak Akurat
Yanah Suryanah,2,2024-09-29 08:56:05,"Dalam seminggu ini, setiap hari selalu error. Buka FB gak ada notifnya. Kudu bolak balik uninstal, instal lagi, uninstal , install lagi. Gak bener2. Malah jadi susah buat buka FB"
Chian Cinna,2,2024-09-29 08:54:18,Sangat bagus
Siti Aminah,1,2024-09-29 08:53:00,Mantap
Muhammad ganda 13,5,2024-09-29 08:48:19,bgus
Anugrah Karim Amrulloh,5,2024-09-29 08:44:08,Mantap
Salsabila S,3,2024-09-29 08:41:59,Kenapa kok notifikasinya gak ada ya... mohon jawabanya trimakasih
Yuki Yura,4,2024-09-29 08:37:27,Bagus
Yandi Yandi,5,2024-09-29 08:37:05,FB oke
FZâ€¢BLA,5,2024-09-29 08:32:10,Bagus
Dedisupriyadi Dedi,5,2024-09-29 08:31:10,ok
Azizah Nurazzahra,5,2024-09-29 08:27:31,sangat bagus
Listi Sabelau,5,2024-09-29 08:26:43,Irlis samsa
komarudin kata,5,2024-09-29 08:19:41,poke e mantul
Rizky Maulana,1,2024-09-29 08:19:17,Apk gajelas kont gua login akun di kunci mulu gaguna
Siti Aminah,5,2024-09-29 08:18:22,keren bgt saya bersemangat trus dgn FB ne lah
Satria Dakewinu,5,2024-09-29 08:15:50,aplikasi ini sangat membantu saya
Mutia Tunisa,3,2024-09-29 08:12:59,FB aku ga bisa mode fro ih
Vinus Caca Gulo Cilodong,5,2024-09-29 08:12:31,Sangat Membantu Mencari Teman
Agung gumilar,5,2024-09-29 08:08:50,ok
Rizki Aditya,2,2024-09-29 08:04:35,kemanapun fb saya gak bisa comen dan like
Mabarff,1,2024-09-29 08:04:01,Facebook saya gak bisa buat akun
Tarung Derajat,5,2024-09-29 08:02:01,Sangat bagus
FIIJAYY 017,1,2024-09-29 08:01:44,"Ini gimana fb cuma buat jual beli ga neko neko, dapat penanggulanan, mana di suruh rekam muka haduh gaje bgt"
Uswa KH,5,2024-09-29 07:54:11,oke
Rusdi Rusdi,5,2024-09-29 07:53:07,Bagus
Regiana Ana,5,2024-09-29 07:47:32,sangat membantu dan menghibur serta dapat menghasilkan uang sungguh apresiasi yang luar biasa kepada kami pengguna Facebook
Sekar 2023,5,2024-09-29 07:47:09,GOOD
Iyan Gantur,4,2024-09-29 07:43:07,"sangat bagus kak, semangat kaka"
Badrud Tamam,5,2024-09-29 07:42:52,Aplikasi Nya Mantull Banget
Talep 09,5,2024-09-29 07:36:49,sangat sangat bagus sekali
Putri Alya shafiqha,5,2024-09-29 07:35:58,aplikasi yg terbaik dan terhebat bisa menghasilkan uang
hariri telsi,5,2024-09-29 07:35:02,tidakk pernah mengecewakan
Sabli Mario,5,2024-09-29 07:32:11,Sangat bagus
Angga Trisandi Putra,1,2024-09-29 07:25:47,Ikon pemberitahuannya mana ?
Aristo Forno,1,2024-09-29 07:25:26,mantap
Kokom Komariah,5,2024-09-29 07:24:56,terimakasi sangat membantu saya
Wiwin Make up,5,2024-09-29 07:17:08,ayok di follow fb kita
Juber Saputra,5,2024-09-29 07:14:09,keren
Ipan Hariyanto,3,2024-09-29 07:10:34,Apk ini sangat bagus untuk saya selain bisa mencari teman bisa dapat cuan
Bah Rahong,3,2024-09-29 07:04:06,ok
TIRAS sweet,5,2024-09-29 07:01:45,terimakasih
Markus Sekfamner,5,2024-09-29 07:01:32,Oprator
Amin Sholeh,5,2024-09-29 07:00:43,berguna.
Arira Bonsai,5,2024-09-29 07:00:00,semoga Facebook semakin terdepan dan bagus
dian taofik hidayat,5,2024-09-29 06:56:11,goog
anandi Jaya,5,2024-09-29 06:55:49,oke
Fandiahmad,4,2024-09-29 06:52:58,bagus mantap
Boy Lol,5,2024-09-29 06:51:40,good
Emi Suha,3,2024-09-29 06:49:04,baik
Dit,1,2024-09-29 06:48:42,Bug Mulu taaeeeeseee
Vera Susanti,4,2024-09-29 06:47:55,Menyimpan momen
Napa Novical,3,2024-09-29 06:47:26,Aplikasinya kurang bgus masa udah brp kli akun saya terkunci TPI ndk bisa diperbaiki lgi ğŸ¥²ğŸ˜‘
mmh wln,5,2024-09-29 06:44:50,Apk sangat bagus aku suka mempermudah mengenal teman persaudaraan dari sabang sampe meraukeğŸ«¶
THpro04,1,2024-09-29 06:43:48,"Banyak bug, seperti tidak bisa membuka link ke toko belanja karena harus punya data kuota yang padahal kuota masih banyak. Parah!"
Agista Putri,5,2024-09-29 06:43:32,Baik
Agung Agung,5,2024-09-29 06:41:38,Baik
Vithavira Viravitha,5,2024-09-29 06:37:38,bagus
Alfaro Bawole,5,2024-09-29 06:34:27,Sangat Bagus
Reymond Kapantow,1,2024-09-29 06:32:26,Sering eror
Muhid Kumar,1,2024-09-29 06:31:24,Notifikasi tidak muncul di apk
Roy Cureen,5,2024-09-29 06:30:07,fb memang assikkk
Jeni Laka,5,2024-09-29 06:29:50,Baik
Sumit Mito (Sumito. Sumit.),5,2024-09-29 06:23:40,Cukup baik direspons
